City,Cloudiness,Country,timestamp,Humidity,Lat,Lng,MaxTemp,WindSpeed,absLat
deputatskiy,100,RU,1570047603,87,69.3,139.9,20.96,24.4,69.3
dese,0,IT,1570052891,87,45.53,12.3,63,9.17,45.53
deshnok,93,IN,1570051025,39,27.8,73.34,89.85,3.78,27.8
devarkonda,100,IN,1570050975,84,16.69,78.91,74.65,3.74,16.69
dhidhdhoo,89,MV,1570047626,69,6.88,73.1,82.25,2.75,6.88
diapaga,70,BF,1570047613,79,12.07,1.79,79.44,5.23,12.07
dicabisagan,49,PH,1570051389,93,17.08,122.42,71.79,1.86,17.08
diego de almagro,0,CL,1570052803,56,-26.39,-70.05,59.53,9.82,26.39
dikson,2,RU,1570050696,77,73.51,80.55,26.04,19.77,73.51
dingle,95,PH,1570050724,91,11,122.67,73.07,2.51,11
dingtao,7,CN,1570052953,58,35.07,115.56,67.11,2.35,35.07
dioknisi,0,GE,1570052950,43,41.63,42.39,73.4,24.16,41.63
djibo,8,BF,1570051577,43,14.1,-1.63,87.29,7.45,14.1
dogondoutchi,49,NE,1570051534,45,13.64,4.03,84.34,3.36,13.64
dolores,100,UY,1570050672,75,-33.53,-58.22,57.99,15.99,33.53
dondo,75,MZ,1570047568,94,-19.62,34.74,69.8,6.93,19.62
dongsheng,0,CN,1570052839,55,29.72,112.52,72.66,3.09,29.72
dores do indaia,0,BR,1570052671,36,-19.46,-45.6,78.65,4.56,19.46
dourbali,100,TD,1570052964,76,11.81,15.86,76.29,13.35,11.81
druzhba,36,UA,1570050777,58,52.05,33.94,56.91,13.6,52.05
dubai,0,AE,1570051410,52,25.27,55.3,91.4,3.36,25.27
dubrovka,75,RU,1570052889,81,59.85,30.93,42.8,4.47,59.85
dunedin,100,NZ,1570050762,62,-45.87,170.5,48.99,20,45.87
dunmore east,96,IE,1570052933,89,52.15,-6.99,50,2.73,52.15
dunmore town,15,BS,1570051025,78,25.5,-76.65,81.03,13.8,25.5
dwarka,20,IN,1570051549,83,28.58,77.04,77,5.95,28.58
dzhida,44,RU,1570052933,85,50.68,106.18,26.95,3.18,50.68
east london,90,ZA,1570050668,56,-33.02,27.91,64.05,6.02,33.02
edd,17,ER,1570051537,54,13.93,41.69,87.61,6.2,13.93
edson,90,CA,1570052948,54,53.59,-116.44,55.4,2.24,53.59
egvekinot,100,RU,1570050778,95,66.32,-179.17,29.1,2.82,66.32
einsiedeln,40,CH,1570050796,87,47.13,8.75,51.01,2.24,47.13
ejido,99,VE,1570047559,85,8.55,-71.24,71.83,4.81,8.55
ekibastuz,49,KZ,1570050970,52,51.72,75.32,41.48,7.76,51.72
el centro,1,US,1570051607,11,32.79,-115.56,87.8,8.05,32.79
eldorado,65,BR,1570050713,70,-24.52,-48.11,77.55,2.1,24.52
elizabeth city,1,US,1570052877,55,36.3,-76.22,93.2,5.39,36.3
elko,1,US,1570047475,32,40.83,-115.76,57.99,3.36,40.83
elliot lake,75,CA,1570051028,58,46.37,-82.65,53.6,12.75,46.37
emba,75,CY,1570052877,77,34.81,32.42,71.6,8.05,34.81
emerald,90,AU,1570050710,82,-23.53,148.16,62.6,6.93,23.53
enshi,100,CN,1570052919,73,30.29,109.48,63.85,4.41,30.29
erdenet,0,MN,1570047574,90,49.03,104.04,23.52,2.53,49.03
ergani,0,TR,1570050688,36,38.27,39.76,68,3.36,38.27
ericeira,20,PT,1570047581,72,38.96,-9.42,66.2,13.87,38.96
erzin,0,TR,1570050775,69,36.95,36.2,77,13.87,36.95
esmeraldas,0,BR,1570047501,28,-19.76,-44.31,87.8,10.29,19.76
esperance,75,AU,1570050698,93,-33.86,121.89,57.2,8.05,33.86
esso,100,RU,1570052919,99,55.93,158.7,33.52,3.96,55.93
estelle,0,FR,1570047544,52,43.97,3.47,68,18.34,43.97
estevan,90,CA,1570052702,86,49.14,-102.99,39.99,6.93,49.14
etchoropo,0,MX,1570050949,47,26.77,-109.67,95,3,26.77
eufaula,20,US,1570051526,34,31.89,-85.15,96.8,5.82,31.89
eureka,40,US,1570050682,51,40.8,-124.16,66,10.29,40.8
evensk,0,RU,1570050750,53,61.92,159.24,27.89,9.13,61.92
ewa beach,40,US,1570051570,58,21.32,-158.01,87.01,19.46,21.32
ewo,100,CG,1570051556,82,-0.88,14.81,75.21,5.44,0.88
eyl,56,SO,1570050789,92,7.98,49.82,72.58,4.07,7.98
faanui,99,PF,1570050476,75,-16.48,-151.75,77.01,16.6,16.48
fairbanks,90,US,1570050627,100,64.84,-147.72,36,9.17,64.84
fairfield,1,US,1570050746,19,38.25,-122.04,78.8,3.36,38.25
farakka,18,IN,1570050704,88,24.79,87.91,75.21,3.04,24.79
fare,93,PF,1570047541,77,-16.7,-151.02,76.71,16.44,16.7
faya,0,SA,1570050781,59,18.39,42.45,66.2,4.7,18.39
fayaoue,100,NC,1570052899,74,-20.65,166.53,69.16,24.63,20.65
fengzhen,18,CN,1570050794,65,40.43,113.15,56.73,0.74,40.43
fernandez,75,AR,1570052934,43,-51.64,-69.22,51.8,24.16,51.64
fernandina beach,40,US,1570052746,70,30.67,-81.46,87.01,9.17,30.67
filadelfia,100,PY,1570050996,75,-22.35,-60.04,60.24,9.62,22.35
firovo,100,RU,1570047505,90,57.48,33.7,43.23,3.67,57.48
flin flon,75,CA,1570047611,45,54.77,-101.88,46.4,10.29,54.77
flinders,0,AU,1570050653,58,-34.58,150.85,64,5.82,34.58
foki,100,RU,1570050686,92,56.69,54.35,52.01,12.97,56.69
forestville,90,CA,1570050773,70,48.74,-69.09,42.8,8.05,48.74
fort morgan,90,US,1570047311,62,40.25,-103.8,51.8,3.58,40.25
fort nelson,75,CA,1570050719,58,58.81,-122.69,57.2,1.5,58.81
fortuna,40,US,1570050468,51,40.6,-124.16,69.01,10.29,40.6
fredonia,75,CO,1570052879,57,5.93,-75.67,77,11.41,5.93
freeport,75,BS,1570051005,78,26.54,-78.7,82.4,11.41,26.54
frejus,79,FR,1570047630,69,44.93,6.54,46,15.01,44.93
fuerte olimpo,80,BR,1570047580,52,-21.04,-57.87,86.28,3,21.04
fukue,75,JP,1570051582,73,35.03,136.69,77,11.41,35.03
fukuma,40,JP,1570052907,74,33.77,130.47,79,9.17,33.77
fulton,75,US,1570052865,55,38.85,-91.95,91.4,10.29,38.85
galle,100,GN,1570047579,89,10.08,-12.83,72.31,0.78,10.08
galveston,90,US,1570050806,69,40.58,-86.19,87.01,10.29,40.58
gama,0,BR,1570047573,21,-16.02,-48.07,91.4,4.7,16.02
gamba,35,CN,1570050743,75,28.28,88.52,34.19,4.09,28.28
ganzhou,0,CN,1570050799,59,25.86,114.93,71.81,1.79,25.86
gao,81,ML,1570050966,36,16.28,-0.04,90.87,11.83,16.28
garden city,1,US,1570051454,30,43.62,-116.24,60.01,3.36,43.62
garowe,9,SO,1570050746,55,8.41,48.48,79.42,10.76,8.41
gary,90,US,1570050616,88,41.6,-87.34,68,12.75,41.6
gasa,99,BT,1570050714,96,27.91,89.73,33.49,4.07,27.91
gat,90,SN,1570050973,83,14.69,-16.54,82.4,8.05,14.69
gawler,75,AU,1570050725,82,-34.6,138.75,59,4.7,34.6
gazanjyk,0,TM,1570047498,19,39.24,55.52,61.28,8.72,39.24
gazojak,48,TM,1570052913,35,41.19,61.4,52.1,10.13,41.19
gedo,96,ET,1570050977,96,9.01,37.45,58.53,0.49,9.01
general pico,0,AR,1570051605,21,-35.66,-63.75,65.08,12.3,35.66
general roca,0,AR,1570051526,43,-39.03,-67.58,55.4,3.36,39.03
genhe,100,CN,1570050948,79,50.78,121.52,28.38,3.4,50.78
george,100,MW,1570050977,93,-15.35,34.83,63.17,6.35,15.35
georgetown,20,GY,1570050505,74,6.8,-58.16,86,9.17,6.8
geraldton,90,CA,1570050754,69,49.72,-86.95,37.4,8.05,49.72
gewane,98,ET,1570051518,68,10.16,40.66,77.53,1.74,10.16
gibara,75,CU,1570051013,79,21.11,-76.13,84.2,6.93,21.11
gillette,90,US,1570050983,100,44.29,-105.5,44.01,12.75,44.29
gimli,49,CA,1570050742,75,50.63,-96.99,43,5.86,50.63
giyani,0,ZA,1570052946,63,-23.32,30.73,61.05,3.74,23.32
gizo,0,IL,1570051028,69,31.8,34.94,75.2,6.93,31.8
glace bay,90,CA,1570051564,81,46.2,-59.96,48,18.34,46.2
gladstone,0,AU,1570051018,63,-23.84,151.26,68,8.05,23.84
glazov,95,RU,1570050730,80,58.14,52.65,44.16,11.23,58.14
gobabis,0,NA,1570051032,9,-22.45,18.97,60.85,11.32,22.45
goderich,88,CA,1570050993,79,43.74,-81.71,60.01,23.2,43.74
golden,75,US,1570047449,62,39.76,-105.22,62.01,25.34,39.76
gopalpur,8,BD,1570050970,85,24.18,89.13,75.99,4.47,24.18
gorom-gorom,13,BF,1570051546,48,14.45,-0.24,84.95,7.94,14.45
gorontalo,59,ID,1570050735,90,0.54,123.06,71.54,2.73,0.54
gospic,0,HR,1570052893,93,44.55,15.37,59,3.36,44.55
goure,90,NE,1570047382,38,13.98,10.27,90,7,13.98
grafton,0,AU,1570050980,93,-29.69,152.93,55,3.36,29.69
grahamstown,100,ZA,1570047574,93,-33.31,26.53,60.01,1.01,33.31
grand gaube,75,MU,1570050945,94,-20.01,57.66,73.4,12.75,20.01
grandola,0,PT,1570051635,63,38.18,-8.57,66.2,11.41,38.18
grand-santi,84,GF,1570052955,48,4.27,-54.38,85.53,1.39,4.27
grants,1,US,1570051423,18,35.15,-107.85,73.4,9.17,35.15
gravelbourg,100,CA,1570052912,92,49.88,-106.56,39.9,5.26,49.88
green river,40,US,1570052814,33,41.53,-109.47,48.99,25.28,41.53
grenfell,6,AU,1570050943,57,-33.9,148.16,57.52,5.06,33.9
grindavik,90,IS,1570050768,75,63.84,-22.43,44.6,28.86,63.84
grindsted,69,DK,1570047542,87,55.76,8.93,48.99,11.41,55.76
gua musang,99,MY,1570050770,95,4.88,101.97,63.13,0.81,4.88
guadalupe y calvo,22,MX,1570051024,67,26.09,-106.96,68.25,5.59,26.09
guantanamo,40,BO,1570051022,43,-16.14,-62.05,87.8,9.17,16.14
guapo,67,CN,1570052864,60,34.48,109.71,70.3,2.75,34.48
guatire,75,VE,1570050951,66,10.47,-66.54,84.2,2.24,10.47
guaymas,20,MX,1570050966,58,27.92,-110.9,91,17.22,27.92
guerrero negro,0,MX,1570050678,77,27.97,-114.04,66.48,10.47,27.97
guiberoua,99,CI,1570051033,99,6.24,-6.17,72.13,3.15,6.24
guiratinga,98,BR,1570052878,56,-16.35,-53.76,84.19,6.15,16.35
gumdag,0,TM,1570052846,22,39.2,54.59,62.76,10.49,39.2
gushikawa,40,JP,1570050955,88,26.35,127.87,80.6,6.53,26.35
gwadar,93,PK,1570050790,86,25.12,62.33,82.41,10.74,25.12
gweta,0,BW,1570051621,55,-20.21,25.26,63.64,20.65,20.21
hailey,20,US,1570047365,52,43.52,-114.32,46,9.17,43.52
haines junction,10,CA,1570050718,64,60.75,-137.51,39.55,4.09,60.75
half moon bay,1,US,1570047486,55,37.46,-122.43,75.99,5.82,37.46
halifax,90,CA,1570050762,76,44.65,-63.58,50,17.22,44.65
hambantota,0,LK,1570050764,78,6.12,81.12,81.15,6.71,6.12
hami,100,CN,1570047534,23,42.84,93.51,56.26,6.22,42.84
hamilton,90,CA,1570050483,100,43.26,-79.87,59,13.87,43.26
hanzhong,99,CN,1570051604,97,33.08,107.03,64.81,0.47,33.08
hare bay,75,CA,1570051531,80,48.86,-53.99,41,9.17,48.86
hargeysa,0,SO,1570051632,73,9.56,44.06,71.09,1.45,9.56
harindanga,75,IN,1570050998,88,22.04,88.32,80.6,2.68,22.04
harper,75,US,1570050796,40,30.3,-99.24,91,14.99,30.3
harrogate,75,AU,1570051607,82,-34.95,139.01,59,5.82,34.95
hasaki,75,JP,1570050700,93,35.73,140.83,64,2.24,35.73
hastings,0,NZ,1570051558,62,-39.64,176.84,46.9,11.95,39.64
hatfield,65,GB,1570052912,70,51.76,-0.23,48,8.05,51.76
havelock,1,US,1570051008,58,34.88,-76.9,90,10.29,34.88
havoysund,75,NO,1570051010,86,71,24.66,39.2,12.75,71
havre,1,US,1570050760,80,48.55,-109.68,36,5.82,48.55
hays,90,US,1570051463,87,38.88,-99.33,57.2,8.05,38.88
healesville,0,AU,1570051602,42,-37.65,145.52,69.01,9.17,37.65
helong,0,CN,1570050806,65,25.94,116.13,70.06,1.14,25.94
henties bay,0,NA,1570050972,87,-22.12,14.28,63,5.99,22.12
hermanus,99,ZA,1570050697,96,-34.42,19.24,59,1.01,34.42
hershey,40,US,1570051633,43,40.29,-76.65,91.99,8.05,40.29
hervey bay,14,AU,1570047587,82,-25.3,152.85,60.01,8.05,25.3
high prairie,25,CA,1570047607,61,55.43,-116.48,53.85,6.46,55.43
high rock,75,BS,1570052859,78,26.63,-78.28,82.4,11.41,26.63
hilo,20,US,1570050705,55,19.71,-155.08,86,8.05,19.71
hirado,75,JP,1570050726,83,33.32,129.49,78.01,14.99,33.32
hirara,0,JP,1570051567,82,24.8,125.28,80.27,6.93,24.8
hirekerur,5,IN,1570051619,98,14.47,75.38,69.54,2.68,14.47
hithadhoo,100,MV,1570050735,81,-0.6,73.08,81.87,17.16,0.6
hoa binh,40,VN,1570051556,88,20.81,105.34,80.6,6.93,20.81
hobart,0,AU,1570050529,62,-42.88,147.33,55.99,10.29,42.88
hobe sound,75,US,1570050721,66,27.06,-80.14,86,11.41,27.06
hobyo,86,SO,1570050968,88,5.35,48.53,77.66,11.12,5.35
hofn,89,IS,1570051552,92,64.25,-15.21,25.55,1.32,64.25
hoi an,20,VN,1570050625,94,15.88,108.33,78.8,4.7,15.88
hokitika,100,NZ,1570050948,51,-42.72,170.96,48.05,2.91,42.72
homer,90,US,1570050752,76,59.64,-151.54,51.8,3.36,59.64
honiara,40,SB,1570051527,78,-9.43,159.96,78.8,8.05,9.43
honnali,2,IN,1570051562,93,14.24,75.65,70.39,5.26,14.24
honningsvag,75,NO,1570051594,69,70.98,25.97,39.2,16.11,70.98
horodkivka,0,UA,1570051602,66,49.91,28.98,59.77,13.02,49.91
houma,67,CN,1570050591,55,35.63,111.36,67.42,7.83,35.63
hovd,90,NO,1570050769,93,63.83,10.7,50,6.93,63.83
hrebinka,53,UA,1570051557,58,50.12,32.43,58.4,10.98,50.12
hualmay,65,PE,1570047521,88,-11.1,-77.61,62,15.75,11.1
huaraz,18,PE,1570047591,63,-9.53,-77.53,65.24,7.85,9.53
huarmey,23,PE,1570050786,90,-10.07,-78.15,61.84,17.98,10.07
huayang,0,CN,1570047530,83,23.62,115.49,70.93,0.87,23.62
hue,40,VN,1570052770,88,16.47,107.58,78.8,2.24,16.47
huicungo,0,PE,1570052839,62,-7.28,-76.8,87.8,1.63,7.28
hulan,40,IR,1570050720,21,34.23,47.18,69.8,4.7,34.23
humaita,0,AR,1570047623,33,-24.93,-65.37,60.8,11.41,24.93
humberto de campos,10,BR,1570052852,71,-2.6,-43.46,79.51,8.41,2.6
husavik,31,CA,1570050741,75,50.56,-96.99,44.01,6.8,50.56
ibotirama,32,BR,1570052863,30,-12.18,-43.22,86.21,4.23,12.18
idenao,20,CM,1570051617,88,4.25,9,75.2,4.7,4.25
igarka,99,RU,1570050701,98,67.47,86.57,33.87,6.22,67.47
ilanskiy,100,RU,1570050950,62,56.24,96.06,37.7,14.72,56.24
ilebo,33,CD,1570050710,94,-4.33,20.59,71,0.87,4.33
ilheus,75,BR,1570052718,73,-14.79,-39.05,77,9.17,14.79
ilinskiy,0,RU,1570050751,62,55.62,38.12,59,8.95,55.62
ilulissat,100,GL,1570050793,34,69.22,-51.1,48.2,21.92,69.22
ilyich,0,RU,1570051553,47,44.09,41.37,49.6,5.82,44.09
imamoglu,20,TR,1570050936,83,37.26,35.66,77,1.12,37.26
imbituba,0,BR,1570051530,78,-28.24,-48.67,73.4,10.29,28.24
immokalee,40,US,1570052873,58,26.42,-81.42,89.6,18.34,26.42
impfondo,32,CD,1570052888,83,1.62,18.06,73.2,2.86,1.62
inarcs,75,HU,1570052837,100,47.26,19.33,57.99,4.7,47.26
ingham,100,AU,1570050942,94,-18.65,146.16,65.78,1.23,18.65
inhambane,0,MZ,1570047513,88,-23.87,35.38,60.67,4.25,23.87
inongo,0,CD,1570052942,78,-1.93,18.29,74.33,0.98,1.93
inuvik,40,CA,1570050721,80,68.36,-133.71,41,11.41,68.36
inzhavino,65,RU,1570050736,77,52.33,42.5,50.39,8.3,52.33
ipil,2,PH,1570050918,91,7.78,122.59,73.09,1.61,7.78
iqaluit,75,CA,1570047542,75,63.75,-68.52,41,12.75,63.75
iquique,20,CL,1570051547,67,-20.22,-70.14,62.6,17.22,20.22
iquitos,75,PE,1570050734,62,-3.75,-73.25,87.8,3.36,3.75
iracoubo,21,GF,1570047599,68,5.48,-53.21,82.11,9.17,5.48
isabela,100,PH,1570050677,78,10.2,122.99,80.2,5.77,10.2
isangel,90,VU,1570050958,88,-19.55,169.27,69.8,18.41,19.55
ishigaki,20,JP,1570052870,100,24.34,124.16,75.2,4.09,24.34
iskar,20,BG,1570050802,88,43.39,27.48,64.4,4.7,43.39
iskateley,100,RU,1570051016,88,67.68,53.15,34.39,9.93,67.68
iskilip,0,TR,1570050925,36,40.73,34.47,59.37,2.19,40.73
isla aguada,75,MX,1570050929,70,18.78,-91.49,84.2,6.93,18.78
isla mujeres,75,MX,1570050997,66,21.23,-86.73,87.8,8.05,21.23
itapora,100,BR,1570047512,43,-22.08,-54.79,86.1,10.02,22.08
itarema,0,BR,1570050761,69,-2.92,-39.92,77.59,11.95,2.92
itoman,40,JP,1570050963,88,26.12,127.67,80.6,6.29,26.12
ituacu,44,BR,1570051638,52,-13.81,-41.3,78.22,13.6,13.81
iwaki,94,JP,1570047582,98,37.05,140.89,62.01,1.01,37.05
ixtapa,75,MX,1570050710,66,20.71,-105.21,86,11.41,20.71
jabinyanah,41,TN,1570050995,60,35.03,10.91,76.87,17.43,35.03
jacala,4,MX,1570050800,52,21,-99.19,74.19,7.09,21
jacareacanga,40,BR,1570050973,65,-6.22,-57.76,82.4,3.36,6.22
jaciara,100,BR,1570051013,61,-15.95,-54.98,81.67,6.42,15.95
jacmel,75,HT,1570052842,70,18.24,-72.54,87.8,5.82,18.24
jacqueville,40,CI,1570052945,88,5.21,-4.42,78.8,8.05,5.21
jakar,46,BT,1570047565,91,27.55,90.75,43.48,3.09,27.55
jalalpur,100,IN,1570051032,91,26.31,82.74,75.45,6.46,26.31
jalu,0,LY,1570050634,28,29.03,21.55,78.61,11.3,29.03
jamame,33,SO,1570050787,84,0.07,42.75,76.67,6.73,0.07
jamestown,0,AU,1570050446,91,-33.21,138.6,48.32,3.51,33.21
japura,100,ID,1570047533,83,-0.42,102.29,75.34,1.68,0.42
jaru,74,BR,1570051594,48,-10.43,-62.48,90.93,3.51,10.43
jhanjharpur,65,IN,1570051000,86,26.21,86.23,74.42,5.17,26.21
jhinjhak,0,IN,1570052889,85,26.58,79.75,73.54,1.41,26.58
jieshi,0,CN,1570052948,80,22.82,115.83,82.99,1.97,22.82
jinchang,98,CN,1570050723,48,38.52,102.19,52.93,6.87,38.52
jiuquan,96,CN,1570050709,19,39.73,98.49,48.45,4.68,39.73
jos,0,NG,1570051004,88,9.92,8.9,69.8,9.17,9.92
juba,0,EE,1570050936,87,57.82,26.93,46.4,1.12,57.82
jumla,76,NP,1570047566,94,29.28,82.18,47.4,1.21,29.28
juneau,75,US,1570047550,76,58.3,-134.42,53.6,14.99,58.3
jurmala,40,LV,1570052913,93,56.97,23.77,46.4,4.56,56.97
kabanjahe,90,ID,1570050758,71,3.1,98.49,80.01,0.43,3.1
kabare,74,RW,1570050939,95,-1.65,29.38,55.56,1.41,1.65
kaduqli,61,SD,1570051633,74,11.01,29.72,76.67,3.02,11.01
kaeo,80,NZ,1570050979,88,-35.1,173.78,57,8.14,35.1
kahului,40,US,1570050751,78,20.89,-156.47,84,14.99,20.89
kainantu,11,PG,1570050706,94,-6.29,145.87,56.44,1.16,6.29
kaitangata,100,NZ,1570050680,62,-46.28,169.85,48,5.01,46.28
kajaani,0,FI,1570051587,69,64.22,27.73,35.6,6.93,64.22
kaka,0,TM,1570051604,36,37.35,59.62,53.94,2.33,37.35
kalabo,78,ZM,1570050734,16,-15,22.67,69.42,6.82,15
kalengwa,100,ZM,1570047622,50,-13.47,25,71.41,6.2,13.47
kalevala,67,FI,1570052936,84,64.12,29.58,30.37,7.34,64.12
kalianget,67,ID,1570050685,76,-7.74,113.68,65.73,2.13,7.74
kalispell,1,US,1570050507,38,48.2,-114.32,51.01,9.17,48.2
kalmunai,69,LK,1570047553,87,7.42,81.82,74.91,2.95,7.42
kaman,0,TR,1570051533,27,39.36,33.73,64.18,2.28,39.36
kamenka,99,MD,1570051000,70,48.03,28.7,60.01,15.21,48.03
kamina,0,CD,1570047560,66,-8.74,25,68.68,3.98,8.74
kampene,4,CD,1570050987,90,-3.59,26.67,69.78,0.76,3.59
kampot,75,KH,1570051015,88,10.62,104.18,77,2.24,10.62
kande,20,UG,1570047595,77,0.3,32.05,68,11.41,0.3
kangaatsiaq,100,GL,1570047554,61,68.31,-53.46,44.2,15.7,68.31
kano,20,NG,1570050768,83,11.99,8.53,78.8,2.24,11.99
kant,0,KG,1570051628,65,42.89,74.85,44.6,4.47,42.89
kaohsiung,75,TW,1570047553,83,22.62,120.31,81,3.36,22.62
kapaa,75,US,1570050679,78,22.08,-159.32,84.2,18.34,22.08
kapit,100,MY,1570047537,99,2.02,112.94,71.13,1.14,2.02
kapuskasing,75,CA,1570047538,69,49.42,-82.43,39.2,8.05,49.42
kaputa,5,ZM,1570050954,68,-8.47,29.66,71.13,2.57,8.47
karachi,40,PK,1570050776,74,24.87,67.03,84.2,13.87,24.87
kargasok,36,RU,1570051006,81,59.06,80.87,40.06,10.04,59.06
kargopol,92,RU,1570047623,94,61.51,38.95,40.42,3.18,61.51
karimnagar,100,IN,1570047616,85,18.43,79.13,74.78,3.71,18.43
karla,90,EE,1570051510,87,59.37,24.93,46,9.17,59.37
karlovo,5,BG,1570051571,55,42.64,24.8,66.2,9.17,42.64
karlshamn,0,SE,1570047506,100,56.17,14.86,41,6.67,56.17
karpathos,7,GR,1570051625,88,35.51,27.21,73.4,3.36,35.51
karratha,0,AU,1570050950,26,-20.74,116.85,76.85,11.25,20.74
karwar,37,IN,1570052879,86,14.8,74.13,78.22,5.84,14.8
kaseda,26,JP,1570050742,80,31.42,130.32,79.71,21.36,31.42
katangli,100,RU,1570052839,79,51.71,143.23,39.48,9.44,51.71
katherine,0,AU,1570052939,37,-14.47,132.26,68,5.82,14.47
kathu,0,ZA,1570050959,33,-27.7,23.05,57.99,7.45,27.7
katikati,33,NZ,1570051637,61,-37.55,175.92,55,1.01,37.55
katsuura,75,JP,1570050687,83,33.93,134.5,77,28.86,33.93
kattivakkam,40,IN,1570050739,88,13.22,80.32,82.4,4.7,13.22
kavaratti,22,IN,1570047366,76,10.57,72.64,81.64,7.78,10.57
kavieng,100,PG,1570050719,77,-2.57,150.8,81.44,5.03,2.57
kawalu,92,ID,1570051642,91,-7.38,108.21,68.52,2.62,7.38
kawambwa,14,ZM,1570050952,82,-9.8,29.07,67.35,12.59,9.8
kayerkan,75,RU,1570051530,95,69.35,87.76,33.8,6.71,69.35
kayes,44,ML,1570051033,61,14.44,-11.44,84.82,8.68,14.44
kedrovyy,0,RU,1570052835,56,56.17,91.82,41,13.42,56.17
kenai,90,US,1570052888,75,60.55,-151.26,48.99,6.15,60.55
kendari,40,ID,1570050947,96,-3.99,122.52,70.24,3.04,3.99
keningau,75,MY,1570051599,88,5.33,116.16,73.4,6.93,5.33
kenora,100,CA,1570047581,70,49.76,-94.48,42.8,9.17,49.76
ketchikan,90,US,1570050616,87,55.34,-131.65,51.8,23.04,55.34
keti bandar,67,PK,1570050677,82,24.14,67.45,82.59,12.77,24.14
keuruu,75,FI,1570050968,86,62.26,24.71,39.2,6.93,62.26
key largo,75,US,1570051477,78,25.09,-80.45,84.99,18.34,25.09
khairpur nathan shah,99,PK,1570050679,46,27.09,67.73,82.52,9.66,27.09
khakhea,0,BW,1570047581,29,-24.69,23.5,63.89,13.18,24.69
khandyga,89,RU,1570047585,75,62.65,135.58,22.8,2.86,62.65
khasan,100,RU,1570051590,98,42.43,130.64,63.6,1.92,42.43
khash,0,IR,1570050762,57,28.22,61.21,56.26,1.5,28.22
khatanga,0,RU,1570050691,83,71.98,102.47,20.4,7.96,71.98
khilok,24,RU,1570047520,90,51.36,110.46,25.3,1.9,51.36
khuzdar,99,PK,1570052883,47,27.8,66.62,67.63,2.39,27.8
khvorostyanka,0,RU,1570047597,86,52.62,48.95,51.97,5.17,52.62
kiama,0,AU,1570047564,58,-34.67,150.86,60.01,5.82,34.67
kichera,75,RU,1570050693,68,55.93,110.1,24.85,1.23,55.93
kieta,68,PG,1570050956,79,-6.22,155.63,80.97,7.63,6.22
kigoma,75,TZ,1570047546,83,-4.88,29.64,75.2,2.24,4.88
kijang,90,KR,1570051547,88,35.24,129.21,73.4,17.22,35.24
kiknur,95,RU,1570050676,80,57.3,47.21,51.29,14.67,57.3
kikwit,92,CD,1570051626,86,-5.04,18.82,71.56,2.21,5.04
kimbe,84,PG,1570050923,88,-5.56,150.15,74.87,2.21,5.56
kindersley,20,CA,1570051550,65,51.47,-109.16,46.4,19.46,51.47
kindu,0,CD,1570050760,94,-2.95,25.92,70.78,2.42,2.95
kingaroy,0,AU,1570047617,93,-26.54,151.84,52,8.7,26.54
kingseat,0,GB,1570050993,87,56.1,-3.41,48.99,5.82,56.1
kirakira,100,SB,1570050967,87,-10.46,161.92,75.93,8.95,10.46
kirovsk,1,RU,1570050936,90,67.62,33.66,27.96,4.32,67.62
kiruna,20,SE,1570050693,92,67.86,20.23,26.6,4.7,67.86
kisoro,37,UG,1570051536,91,-1.28,29.69,52.41,2.21,1.28
kitgum,31,UG,1570052868,95,3.3,32.88,68.08,0.56,3.3
kitimat,90,CA,1570051533,93,54.02,-128.69,46.4,2.24,54.02
kiunga,33,PG,1570051604,99,-6.12,141.3,71.58,0.16,6.12
klaksvik,0,FO,1570050696,81,62.23,-6.59,44.6,1.12,62.23
kloulklubed,40,PW,1570047412,94,7.04,134.26,75.2,3.65,7.04
klyuchi,0,RU,1570051579,66,52.25,79.17,39.72,1.16,52.25
knokke-heist,28,BE,1570050999,71,51.33,3.33,55,12.75,51.33
kochubey,0,RU,1570047608,75,44.39,46.54,63.85,6.96,44.39
kodiak,90,US,1570050477,74,39.95,-94.76,81,6.93,39.95
kodino,97,RU,1570050797,85,63.72,39.64,36.62,12.33,63.72
kodinsk,100,RU,1570050967,97,58.6,99.18,35.13,10.76,58.6
kokopo,95,PG,1570047611,90,-4.34,152.27,72.48,1.14,4.34
kologriv,100,RU,1570051636,86,58.83,44.31,47.4,9.15,58.83
komagane,87,JP,1570052913,97,35.73,137.94,66.99,3,35.73
komsomolskiy,61,RU,1570050727,83,67.55,63.78,38.28,20.07,67.55
komsomolskoye,0,UA,1570047569,55,45.02,34.02,58.53,4.09,45.02
kon tum,100,VN,1570052842,99,14.36,108,68.35,1.43,14.36
konskie,100,PL,1570051566,87,51.19,20.41,48.99,10.92,51.19
kontagora,78,NG,1570047512,83,10.4,5.47,76.33,2.48,10.4
kopervik,0,NO,1570047330,81,59.28,5.31,51.01,3.36,59.28
korablino,81,RU,1570051026,70,53.92,40.02,55,3,53.92
kostomuksha,0,RU,1570050739,83,64.59,30.6,30.77,6.4,64.59
kotma,30,IN,1570050675,97,23.2,81.98,68.1,3.74,23.2
kovdor,0,RU,1570052938,92,67.56,30.47,27.82,3.87,67.56
kozova,0,UA,1570052916,93,49.43,25.15,64,6.35,49.43
